SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,risk_segment
0,0,0,49,1,1,0,0,0,0,0,1,1,84.5,3906.7,0,False,True,False,False,False,False,True,False,0.44466308058871135,Medium Risk
0,0,0,2,1,0,0,1,0,0,0,0,0,49.25,97.0,0,True,False,False,False,False,False,False,True,0.3029012774872996,Low Risk
0,0,0,2,1,0,0,0,0,0,1,0,1,80.65,144.15,1,False,True,False,False,False,False,True,False,0.7378319336142357,High Risk
0,0,0,52,1,1,1,0,0,1,1,1,1,79.75,4217.8,0,True,False,False,False,True,True,False,False,0.03219768934750002,Low Risk
0,1,1,69,1,1,1,0,1,1,0,0,1,64.15,4254.1,0,False,False,False,False,True,True,False,False,0.006873223917755842,Low Risk
1,0,0,43,1,1,0,1,0,0,1,0,1,90.25,3838.75,0,False,True,False,False,False,False,True,False,0.5106704304610977,Medium Risk
0,0,0,15,1,0,1,1,0,0,1,1,1,99.1,1426.4,1,False,True,False,False,False,True,False,False,0.4702758145344024,Medium Risk
1,1,0,25,1,1,1,0,0,1,1,0,1,69.5,1752.65,0,False,False,False,False,False,True,False,False,0.21160245896183152,Low Risk
1,1,0,8,1,1,0,1,0,0,0,0,1,80.65,633.3,1,False,True,False,False,False,True,False,False,0.6179180667496939,Medium Risk
1,1,1,60,1,0,1,1,1,1,0,1,1,74.85,4456.35,0,False,False,False,True,False,True,False,False,0.020189915089913035,Low Risk
1,0,0,18,1,1,0,0,0,0,1,1,1,95.45,1752.55,1,True,True,False,False,False,False,True,False,0.7791797872289793,High Risk
0,1,1,63,1,1,1,0,0,0,1,1,1,99.65,6311.2,0,False,True,False,True,False,True,False,False,0.13258330111048344,Low Risk
1,1,1,66,1,1,0,1,1,1,1,1,1,108.45,7076.35,0,True,True,False,True,False,False,True,False,0.19331327260293557,Low Risk
0,1,1,34,1,1,0,0,0,0,0,0,0,24.95,894.3,0,False,False,True,False,True,True,False,False,0.013338154453695131,Low Risk
0,0,0,72,1,1,0,0,1,1,1,1,1,107.5,7853.7,0,False,True,False,False,True,True,False,False,0.08240937767832908,Low Risk
0,1,0,47,1,1,0,0,1,0,1,1,1,100.5,4707.1,0,False,True,False,False,False,False,True,False,0.570781963202508,Medium Risk
0,0,0,60,1,1,0,1,0,0,1,0,1,89.9,5450.7,0,True,True,False,False,False,False,False,False,0.27896116291483936,Low Risk
0,1,0,72,0,0,1,1,1,0,0,0,0,42.1,2962.0,0,True,False,False,False,True,False,False,False,0.00632899732256922,Low Risk
0,1,1,18,1,0,0,0,1,1,0,0,1,54.4,957.1,0,False,False,False,True,False,True,False,False,0.0888894964027534,Low Risk
0,0,0,9,1,1,0,0,0,0,1,1,0,94.4,857.25,1,False,True,False,False,False,False,True,False,0.723699709941508,High Risk
0,0,0,3,1,0,0,1,0,1,1,1,1,75.3,244.1,0,False,False,False,False,False,False,True,False,0.47497706756778946,Medium Risk
0,1,0,47,1,1,0,1,0,0,0,0,1,78.9,3650.35,0,True,True,False,True,False,False,True,False,0.22641211594418445,Low Risk
0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,0,False,False,False,False,True,False,False,True,0.04310198381852967,Low Risk
0,1,1,50,1,0,0,0,0,0,0,0,0,20.15,930.9,0,False,False,True,False,True,False,False,False,0.004672465461207092,Low Risk
0,0,0,10,1,0,1,0,1,0,0,0,1,79.85,887.35,0,True,True,False,False,False,False,False,True,0.4615410598886484,Medium Risk
0,0,0,1,1,0,0,0,0,1,0,0,0,49.05,49.05,0,True,False,False,False,False,False,False,True,0.2723468871661523,Low Risk
0,1,1,52,1,0,0,0,0,0,0,0,1,20.4,1090.65,0,False,False,True,True,False,False,True,False,0.017783607941472535,Low Risk
1,1,1,64,1,1,1,0,1,1,1,1,1,111.6,7099.0,0,True,True,False,False,True,False,False,False,0.07070087827443315,Low Risk
0,1,1,62,1,1,0,0,0,0,0,0,1,24.25,1424.6,0,True,False,True,False,True,False,False,False,0.005564479216456506,Low Risk
0,0,1,3,1,0,1,0,0,1,0,1,1,64.5,177.4,0,False,False,False,False,False,False,False,False,0.23673301070757488,Low Risk
1,0,0,56,1,1,1,1,1,0,1,1,0,110.5,6139.5,0,False,True,False,True,False,False,True,False,0.2015014017774529,Low Risk
0,0,0,46,1,0,0,0,0,0,0,1,0,55.65,2688.85,0,False,False,False,True,False,True,False,False,0.05106566808099613,Low Risk
0,1,1,8,1,0,1,1,0,0,0,0,0,54.65,482.25,0,False,False,False,False,False,False,False,True,0.1570018063097736,Low Risk
1,0,0,30,1,0,1,1,0,0,1,1,1,74.75,2111.3,0,True,False,False,False,False,False,True,False,0.28111877343686,Low Risk
0,1,1,45,1,1,0,0,0,0,0,0,1,25.9,1216.6,0,False,False,True,True,False,True,False,False,0.022931886282191744,Low Risk
0,0,1,1,1,0,0,0,0,0,1,0,1,79.35,79.35,1,False,True,False,False,False,False,True,False,0.6993770359064596,High Risk
0,1,1,11,0,0,1,0,0,0,1,1,0,50.55,565.35,0,False,False,False,False,False,False,True,False,0.41574996989572094,Medium Risk
0,1,0,7,1,0,0,0,1,0,0,0,1,75.15,496.9,1,False,True,False,False,False,False,False,False,0.5630670456331823,Medium Risk
0,0,0,42,1,0,0,1,1,1,1,1,1,103.8,4327.5,0,False,True,False,False,False,False,False,False,0.3167510870692706,Low Risk
0,1,0,49,1,0,0,0,0,0,0,0,1,20.15,973.35,0,False,False,True,False,True,False,False,False,0.008991980824975187,Low Risk
0,0,0,9,1,1,0,1,0,0,1,1,1,99.3,918.75,0,True,True,False,False,False,True,False,False,0.6875127996429572,High Risk
0,1,0,35,1,0,1,0,0,0,1,0,1,62.15,2215.45,0,False,False,False,True,False,False,False,False,0.08110430960270229,Low Risk
0,1,1,48,1,0,0,0,0,0,0,0,0,20.65,1057.0,0,False,False,True,False,True,False,False,False,0.005351575995782116,Low Risk
0,1,1,46,1,0,0,0,0,0,0,0,1,19.95,927.1,0,False,False,True,False,True,False,False,True,0.00889084006028406,Low Risk
0,1,0,29,0,0,0,0,0,0,1,0,0,33.75,1009.25,0,True,False,False,False,False,False,False,True,0.25799620574208,Low Risk
0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,0,True,True,False,False,False,False,False,False,0.235412950792879,Low Risk
1,0,0,1,1,0,0,0,0,1,0,0,0,74.7,74.7,0,True,True,False,False,False,False,True,False,0.5684954754960172,Medium Risk
0,1,1,66,1,1,1,0,1,1,1,1,1,84.0,5714.25,0,True,False,False,False,True,False,False,True,0.01988650769799338,Low Risk
0,0,0,65,1,1,1,1,1,0,1,1,1,111.05,7107.0,0,False,True,False,False,False,True,False,False,0.2505540296683731,Low Risk
0,0,0,72,1,1,0,1,1,0,1,1,1,100.9,7459.05,0,True,True,False,False,True,False,False,False,0.09236996552899843,Low Risk
0,0,0,12,1,1,1,0,0,0,0,0,1,78.95,927.35,1,False,True,False,False,False,False,True,False,0.5862693445174211,Medium Risk
0,1,1,71,1,1,1,1,0,1,0,0,1,66.85,4748.7,0,True,False,False,True,False,True,False,False,0.012166733396651119,Low Risk
0,0,0,5,1,0,0,0,0,0,0,0,0,21.05,113.85,1,True,False,True,False,False,False,False,True,0.1713437021776004,Low Risk
0,0,0,52,1,0,0,0,0,0,0,0,0,21.0,1107.2,0,True,False,True,False,True,False,False,False,0.0055000979084923185,Low Risk
1,1,0,25,1,0,0,1,1,0,1,1,1,98.5,2514.5,1,False,True,False,False,False,False,True,False,0.640962820621976,Medium Risk
0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,True,False,True,False,False,False,False,True,0.1984339284742894,Low Risk
0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,False,False,True,False,False,False,True,False,0.21228348423724494,Low Risk
0,0,0,38,1,1,0,0,1,1,1,0,0,95.0,3605.6,0,True,True,False,True,False,False,False,False,0.1756239114052361,Low Risk
1,1,0,66,0,0,0,1,1,0,1,0,0,45.55,3027.25,0,False,False,False,True,False,False,False,False,0.034535991086040115,Low Risk
0,1,0,68,1,1,0,1,1,1,1,1,1,110.0,7611.85,1,True,True,False,False,True,False,False,False,0.08659339243898447,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,0,True,False,False,False,False,False,False,True,0.4334067942335956,Medium Risk
0,1,1,72,1,1,1,1,0,0,1,1,1,104.15,7303.05,0,False,True,False,True,False,False,True,False,0.13416012929640048,Low Risk
0,0,0,32,0,0,1,0,0,0,0,0,0,30.15,927.65,0,False,False,False,True,False,False,False,True,0.06940577964087856,Low Risk
0,0,0,43,1,1,0,0,0,0,1,1,0,94.35,3921.3,0,True,True,False,True,False,False,False,True,0.2588185166171589,Low Risk
0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,0,True,False,True,False,True,True,False,False,0.0016240978819107982,Low Risk
0,1,0,55,1,1,1,1,0,0,1,0,1,96.75,5238.9,1,True,True,False,False,False,False,True,False,0.3224034505133251,Low Risk
0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,0,False,False,False,True,False,True,False,False,0.014912089756831013,Low Risk
0,0,0,43,1,0,0,1,1,0,1,0,1,91.65,3954.1,0,False,True,False,False,False,False,True,False,0.40587200767442744,Medium Risk
1,1,0,37,1,1,0,0,0,0,0,0,1,76.5,2868.15,1,False,True,False,False,False,False,True,False,0.5265217811997123,Medium Risk
0,1,1,64,0,0,0,1,0,1,1,1,1,54.6,3423.5,0,False,False,False,False,True,False,True,False,0.028926620444653835,Low Risk
0,1,1,3,1,0,1,1,0,0,1,0,0,89.85,248.4,0,True,True,False,False,False,False,True,False,0.467915281207349,Medium Risk
0,0,0,36,0,0,1,0,0,0,0,0,0,31.05,1126.35,0,False,False,False,False,True,False,False,False,0.029978149227945155,Low Risk
0,1,1,10,1,1,1,0,0,0,1,1,1,100.25,1064.65,1,False,True,False,False,False,False,True,False,0.6762700457664037,High Risk
0,0,0,41,1,0,0,0,0,0,0,0,0,20.65,835.15,0,False,False,True,False,True,False,False,True,0.009433361176968393,Low Risk
0,1,1,27,1,1,0,1,0,1,0,0,1,85.2,2151.6,0,True,True,False,False,False,True,False,False,0.3009009591018334,Low Risk
0,1,1,56,1,1,0,0,1,0,1,1,1,99.8,5515.45,0,False,True,False,True,False,True,False,False,0.2094915824977808,Low Risk
0,0,0,6,1,0,0,0,0,0,0,0,0,20.7,112.75,0,False,False,True,False,False,False,False,True,0.1605244195800548,Low Risk
0,0,0,3,1,1,0,0,0,0,0,0,1,74.4,229.55,1,True,True,False,False,False,False,True,False,0.747433227276709,High Risk
0,1,1,7,1,0,1,0,0,0,0,0,0,50.7,350.35,0,False,False,False,False,False,False,False,True,0.18505995492867722,Low Risk
0,1,1,4,1,0,0,0,0,0,0,0,0,20.85,62.9,0,False,False,True,False,False,False,False,True,0.14700074076087574,Low Risk
0,0,0,33,1,0,1,0,0,1,1,0,1,88.95,3027.65,0,True,True,False,False,True,False,True,False,0.11932416125936728,Low Risk
1,0,0,27,1,1,0,0,1,0,0,0,1,78.05,2135.5,1,False,True,False,False,False,False,True,False,0.5923971976087768,Medium Risk
0,1,0,72,1,1,0,0,0,0,0,0,1,23.55,1723.95,0,True,False,True,False,True,False,False,False,0.004421543703311125,Low Risk
0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,True,False,True,False,False,False,False,True,0.19801325291317004,Low Risk
1,0,0,71,0,0,1,1,0,0,1,1,1,56.45,3985.35,0,True,False,False,True,False,False,True,False,0.05974970444060484,Low Risk
0,0,0,13,1,1,0,0,0,0,0,1,1,85.95,1215.65,0,False,True,False,False,False,False,True,False,0.7329128507114776,High Risk
0,1,1,25,0,0,1,1,1,0,1,1,1,58.6,1502.65,1,False,False,False,False,False,True,False,False,0.2499208881205581,Low Risk
0,0,0,67,1,0,0,0,0,1,0,0,0,50.55,3260.1,0,True,False,False,False,True,False,False,False,0.0063602330606258705,Low Risk
0,0,0,1,0,0,0,0,0,0,0,1,1,35.45,35.45,1,True,False,False,False,False,False,True,False,0.6986643179936303,High Risk
0,0,0,2,1,0,0,0,0,0,0,0,0,44.35,81.25,1,True,False,False,False,False,False,True,False,0.4122366587314893,Medium Risk
0,0,0,43,1,1,0,0,0,0,0,0,1,25.7,1188.2,0,False,False,True,False,True,True,False,False,0.01596463289491329,Low Risk
0,0,0,23,1,0,1,0,0,0,0,0,1,75.0,1778.5,0,False,True,False,False,False,False,False,False,0.3385079621412536,Medium Risk
0,1,1,64,1,0,0,0,0,0,0,0,0,20.2,1277.75,0,False,False,True,False,True,False,False,True,0.0026287163129577263,Low Risk
0,0,1,57,1,0,0,0,0,0,0,0,1,19.6,1170.55,0,True,False,True,False,True,False,False,True,0.005345755769949392,Low Risk
1,1,0,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,False,True,False,False,False,False,False,True,0.6694616788357504,High Risk
1,1,1,72,1,1,1,1,1,1,1,1,1,88.05,6425.65,0,False,False,False,False,True,True,False,False,0.014690957440019562,Low Risk
0,0,0,8,1,1,1,0,0,1,0,1,0,71.15,563.65,1,False,False,False,False,False,False,True,False,0.30382505475523364,Low Risk
0,1,0,61,1,1,0,1,0,0,1,1,1,101.05,5971.25,0,False,True,False,False,True,False,False,False,0.11831846172447007,Low Risk
0,0,0,64,1,1,1,1,0,0,0,0,1,84.3,5289.05,0,True,True,False,True,False,True,False,False,0.07124950295682315,Low Risk
1,1,0,71,1,1,0,0,0,0,0,0,0,23.95,1756.2,0,True,False,True,False,True,False,False,False,0.003722198549571794,Low Risk
0,1,1,65,1,1,1,1,0,1,1,0,1,99.05,6416.7,0,False,True,False,False,True,True,False,False,0.03302265184079177,Low Risk
0,0,0,3,1,0,0,0,0,0,0,0,0,19.6,61.35,0,True,False,True,True,False,False,False,True,0.10056631379834283,Low Risk
0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1,True,False,False,False,False,False,True,False,0.5183956014821403,Medium Risk
0,0,1,30,1,0,0,1,1,0,1,0,0,64.5,1929.95,0,True,False,False,True,False,True,False,False,0.0637825205988328,Low Risk
0,1,1,15,1,0,0,1,1,1,0,1,1,69.5,1071.4,0,True,False,False,False,False,False,False,True,0.2204740419049931,Low Risk
0,1,1,8,1,0,0,0,0,1,1,1,1,68.55,564.35,0,False,False,False,False,False,False,True,False,0.42133713630161906,Medium Risk
0,0,0,7,1,1,0,0,0,0,1,1,0,95.0,655.5,1,True,True,False,False,False,False,False,True,0.6761162600062725,High Risk
0,1,1,70,1,1,1,1,1,0,1,1,1,108.15,7930.55,0,False,True,False,True,False,True,False,False,0.11213354520369437,Low Risk
0,1,1,62,1,0,1,1,1,1,1,1,0,86.1,5215.25,0,True,False,False,False,True,False,True,False,0.013129133038712536,Low Risk
0,1,1,6,1,0,0,0,0,0,0,0,0,19.7,113.5,0,False,False,True,False,False,False,False,True,0.1351321702784078,Low Risk
0,1,1,14,1,0,0,0,0,0,0,1,1,80.9,1152.8,0,False,True,False,False,False,False,False,False,0.522097713763661,Medium Risk
0,0,0,22,1,1,0,0,0,0,1,0,1,84.15,1821.95,0,False,True,False,False,False,False,False,False,0.5739143262271085,Medium Risk
0,1,1,22,1,0,0,0,0,0,0,0,0,20.15,419.9,0,True,False,True,True,False,False,False,True,0.03616592280595144,Low Risk
0,1,1,16,1,0,1,0,1,0,1,0,0,64.25,1024.0,0,True,False,False,False,True,False,False,True,0.049901209307625476,Low Risk
0,0,0,10,1,1,0,0,0,0,0,0,0,25.7,251.6,0,True,False,True,False,True,False,False,False,0.049948627569123244,Low Risk
0,0,1,13,1,0,1,1,0,0,0,0,1,56.0,764.55,0,False,False,False,False,False,False,True,False,0.23148242196751065,Low Risk
0,1,0,20,1,1,1,0,0,0,0,0,0,82.4,1592.35,1,False,True,False,False,False,False,True,False,0.43961420482219393,Medium Risk
0,0,0,2,1,0,0,0,0,0,0,0,1,69.7,135.2,0,False,True,False,False,False,False,True,False,0.6919315549646274,High Risk
0,0,0,53,1,1,0,1,1,1,0,1,1,73.9,3958.25,0,True,False,False,False,True,False,False,False,0.029553411255870854,Low Risk
0,1,1,11,1,0,0,0,0,0,0,0,0,20.6,233.9,0,False,False,True,True,False,False,False,True,0.058460536339018425,Low Risk
0,1,0,69,1,0,0,0,0,0,0,0,0,19.9,1363.45,0,True,False,True,False,True,False,False,True,0.002637687080227192,Low Risk
0,0,0,4,1,0,0,0,0,0,0,0,1,70.9,273.0,1,False,True,False,False,False,False,False,False,0.5915450251055214,Medium Risk
0,1,0,72,1,1,1,1,1,1,1,1,1,89.05,6254.45,0,True,False,False,False,True,False,False,False,0.016353966173614638,Low Risk
1,1,0,58,0,0,0,1,1,0,0,1,1,45.3,2651.2,1,True,False,False,False,False,False,True,False,0.17829073880368815,Low Risk
0,1,1,16,1,0,0,0,0,0,0,0,0,20.4,321.4,0,False,False,True,False,False,False,True,False,0.11808950939485133,Low Risk
0,1,0,43,1,0,1,0,1,1,0,0,1,84.25,3539.25,0,True,True,False,True,False,False,False,False,0.08825972445065886,Low Risk
0,1,0,2,1,1,0,0,1,1,1,1,1,104.4,242.8,1,False,True,False,False,False,False,True,False,0.7660087735013489,High Risk
0,1,0,14,1,0,0,1,1,1,1,1,0,81.95,1181.75,0,True,False,False,False,True,False,False,True,0.07796009575781263,Low Risk
0,1,0,53,1,0,0,0,1,0,1,1,1,94.85,5000.2,1,False,True,False,True,False,False,False,False,0.21170431369205436,Low Risk
0,0,0,32,1,0,0,0,0,0,0,0,0,20.55,654.55,0,False,False,True,True,False,False,False,False,0.02570740341747508,Low Risk
0,1,0,34,1,1,0,0,0,0,0,0,0,24.7,780.2,0,False,False,True,False,False,False,True,False,0.08823790971808178,Low Risk
1,0,0,15,1,1,0,0,0,0,0,0,1,74.45,1145.7,1,False,True,False,False,False,False,False,True,0.6203131285643783,Medium Risk
1,0,0,7,1,0,1,0,0,0,0,0,0,76.45,503.6,1,False,True,False,False,False,False,False,False,0.4082182847874327,Medium Risk
0,1,1,15,1,1,0,1,1,0,1,1,1,105.35,1559.25,0,False,True,False,False,False,False,False,False,0.6048465244796918,Medium Risk
0,1,0,61,1,0,0,0,0,0,0,0,1,20.55,1252.0,0,True,False,True,True,False,True,False,False,0.009824047225637305,Low Risk
0,0,0,1,0,0,0,1,0,0,0,0,0,29.95,29.95,1,False,False,False,False,False,False,False,False,0.4170592968508885,Medium Risk
0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,0,False,False,False,False,False,False,False,True,0.3451688946410614,Medium Risk
0,0,0,8,1,1,0,0,0,0,0,1,0,84.5,662.65,1,True,True,False,False,False,False,False,False,0.5987365151687539,Medium Risk
0,1,1,33,1,0,1,0,1,0,1,1,0,74.75,2453.3,0,True,False,False,True,False,True,False,False,0.06252393259539309,Low Risk
0,0,0,13,1,0,0,1,1,0,0,0,1,79.25,1111.65,1,False,True,False,False,False,False,True,False,0.5656576796196676,Medium Risk
0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1,False,False,False,False,False,False,True,False,0.6480419665368566,Medium Risk
0,0,0,20,1,0,0,1,0,0,0,0,1,51.8,1023.85,0,True,False,False,False,False,False,False,True,0.23997232513946032,Low Risk
0,0,0,3,0,0,0,0,0,1,0,0,0,30.4,82.15,0,True,False,False,False,False,False,True,False,0.4469735599539447,Medium Risk
0,0,0,13,1,0,0,0,0,0,0,0,0,19.65,244.8,0,False,False,True,True,False,False,True,False,0.08479256246718903,Low Risk
0,1,0,40,1,1,0,1,0,0,0,0,0,56.6,2379.1,0,False,False,False,False,False,True,False,False,0.11188091135060742,Low Risk
0,1,1,43,1,1,1,0,0,1,0,1,1,71.9,3173.35,0,True,False,False,True,False,True,False,False,0.05084817697730407,Low Risk
0,1,0,6,1,0,0,1,1,0,0,1,1,91.0,531.0,1,True,True,False,False,False,False,True,False,0.6831657210295887,High Risk
0,1,1,69,1,0,0,0,0,0,0,0,0,19.75,1375.4,0,False,False,True,False,True,False,False,False,0.0019429193418803782,Low Risk
0,1,1,72,1,1,1,1,1,0,1,1,0,109.7,8129.3,0,False,True,False,False,True,True,False,False,0.0408638477798136,Low Risk
0,1,1,59,1,0,0,0,0,0,0,0,0,19.3,1192.7,0,True,False,True,False,True,True,False,False,0.003051000852419355,Low Risk
0,1,0,20,1,0,1,1,0,1,1,0,1,96.55,1901.65,0,False,True,False,False,False,False,True,False,0.4029561037779838,Medium Risk
0,1,1,24,1,1,0,0,0,0,0,0,1,24.1,587.4,0,True,False,True,False,True,False,False,False,0.03172724326432704,Low Risk
0,0,0,59,1,1,0,1,1,1,1,1,1,111.35,6519.75,0,True,True,False,False,False,False,True,False,0.3938444574051975,Medium Risk
0,1,1,72,1,1,0,1,1,1,1,1,1,112.25,8041.65,0,True,True,False,False,True,False,False,False,0.06491898418757062,Low Risk
0,0,1,1,1,0,0,0,0,0,0,0,0,20.75,20.75,0,True,False,True,False,False,False,False,True,0.16627075054393137,Low Risk
